Sheet Row,ARN,Item Name,Selected Tally Parent,Unit,Classification,Reason,Tally MASTERID (if matched)
1569,ACH-EN-ME-0123,Peripheral Board L-Clamp,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1570,ACH-EN-ME-0124,Pi4 Mounting Clamp,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1571,ACH-EN-ME-0125,Right Side Casing Bracket,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1572,ACH-EN-ME-0126,Top Casing Mounting Bracket,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1573,ACH-RD-CH-0631,Actuator Mounting Block,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1574,ACH-EN-ME-0127,Camera Filter Retainer 3.65mm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1575,ACH-EN-ME-0128,Camera Filter Retainer 4mm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1576,ACH-EN-ME-0129,Filter Retainer 2,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1577,ACH-RD-CH-0632,L Bracket Casing,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1578,ACH-EN-ME-0130,Lens Retainer Top,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1579,ACH-EN-ME-0131,Lens Supporting Ring,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1580,ACH-EN-ME-0132,LED Mount 2,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1581,ACH-EN-ME-0133,Rotary Spindle 27.09.023,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1582,ACH-EN-ME-0134,Optical Tube - 2,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1583,ACH-RD-CH-0633,53409 - Hybrid Solutions Ceramic Spray Coating,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1584,ACH-EN-ME-0135,Supply of Prototype Parts BACK CASING SLA - 2700.00 SRM - 6578 PU - 405,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1585,ACH-EN-ME-0136,Supply of Prototype Parts FRONT CASING SLA - 1920 SRM - 7724 PU -288,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1586,ACH-EN-ME-0137,Supply of Prototype Parts FRONT DISPLAY CASING SLA - 1680 SRM - 11415 PU -252,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1587,ACH-EN-ME-0138,Supply of Prototype Parts LEFT SIDE CASING SLA - 7740 SRM - 18131 PU -1161,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1588,ACH-EN-ME-0139,Supply of Prototype Parts RIGHT SIDE CASING SLA - 7680 SRM - 18131 PU -1152,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1589,ACH-EN-ME-0140,Supply of Prototype Parts TOP CASING SLA - 4920 SRM - 18169 PU -738,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1590,ACH-EN-ME-0141,Supply of Prototype Parts TRAY EJECTOR SLA - 540 SRM - 2412 PU -240,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1591,ACH-EN-EL-0211,Solder Paste Stencil,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1592,ACH-EN-EQ-0036,Clean Room Improvement,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1593,ACH-EN-EQ-0037,1+1 Manifold with Copper pipeline system - Nitrous oxide manifold,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1594,ACH-EN-ME-0142,Supply of 3D Printing Parts - SLA Cartridge stand_04-10-2023,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1595,ACH-EN-EL-0212,EC-10532 - 30cm 15 Pin FFC Ribbon Flexible Flat Cable For Raspberry Pi Camera,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1596,ACH-GN-IT-0020,"1/8"" 17mm Ball Nose End Mill CNC Router Bits Double Flute Spiral Set Tool Cutting",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1597,ACH-RD-CH-0634,Sylix High Pressure Braided Clear Flexible PVC Tubing Heavy Duty pipe,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1598,ACH-RD-CH-0635,Brake Bleeder Hose- One Way Check Valve Tube Bleeding Tool Kit for Motorcycle Car Clutch,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1599,ACH-RD-CH-0636,Self-Adhesive Wallpaper for Kitchen Vinyl Wallpaper Oil Proof Wallpaper Waterproof and Heat Resistant (2 M Cream XOX),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1600,ACH-RD-CM-0146,Surgical Tourniquet Elastic Belt for Blood Collection with Plastic Buckle set of 2 Multi Color,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1601,ACH-EN-ME-0143,"Adjustable Stainless Steel Hose Clamp, 0.5 inch, 0.75 inch and 1 inch",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1602,ACH-MF-CM-0068,"Absorbent Cotton Wool Roll for Makeup Remover, Surgical, First Aid, Beauty, Adult and Baby Care, (Set of 2), White",,,NOT_SELECTED,Tally Sync not selected for this row,
1603,ACH-RD-CH-0637,"non mercury glass thermometer -10 to110 degrees celsius pack of 4 with inbuilt glass hole for hanging,300mm alcohol for laboratory industrial purpose, Yellow",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1604,ACH-EN-EQ-0038,Oil Free Air Compressor - 30L 550W - XLNT,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1605,ACH-RD-CH-0638,"Polypropylene Hanger, Blue and Red",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1606,ACH-GN-HK-0018,"Cello Plastic Storage Bucket With Lid, Red, 40 Litre",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1607,ACH-RD-CH-0639,"FYPower 1/4 inch x 25 ft Recoil Poly Air Hose Kit, 20 Pieces Air Compressor Accessories Set, 1/4"" NPT Quick Connect Air Fittings, Blow Gun, Chuck, Safety and Tapered Nozzles, Couplings, Orange PU Hose",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1608,ACH-EN-ME-0144,"3D Printer Nozzle Wrench Cleaning Kit,10 Nozzle Cleaning Pins with Storage Box 2 Tweezers 2 Cleaning Copper Wire Brushes 2 L-Shaped Wrench Tool for 3D Printer Accessories",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1609,ACH-RD-CH-0640,AS-300 -Steel Angle Square (Trisquare),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1610,ACH-RD-CH-0641,"Plastic Individual Lids From Outside Four Compartment Storage Box, Box With Compartments, Earring Container â€“ Pack of Two, Rectangular, Beige",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1611,ACH-RD-CH-0642,G1253 - Xanthan gum from Xanthomonas campestris,,ug,NO_CHANGE,matches existing Tally item,11423
1612,ACH-RD-CH-0643,Sample Collection Charges - Typhoid - 0.8 - 1.0mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1613,ACH-EN-ME-0145,323846 - eSun PETG 1.75mm 3D Printing Filament Solid Black,,kg,NOT_SELECTED,Tally Sync not selected for this row,
1614,ACH-EN-EL-0213,Phototransistor Plate - 0.15 mm s.steel 304 grade,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1615,ACH-EN-SP-0028,Development Charges,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1616,ACH-RD-CH-0644,Article of Plastic - PC 23(D.No.mm 2) 5mm,,Sets,UPDATE,unit differs: sheet='Sets' vs tally='Nos' (report only -- not auto-altered),10278
1617,ACH-RD-CM-0147,"P10238-Non-printed, nonassembled Screw Cap Tube, Coloured, Self-Standing, PP, 2.0 mL, Sterile, with EPDM ring Cap, Red, Yellow, Blue, Green, Orange, Purple, White, Pack of 1000",,box,NOT_SELECTED,Tally Sync not selected for this row,
1618,ACH-RD-CM-0148,"P10404-Centrifuge Tube Conical Bottom, PP/HDPE 50 ml, Blue Cap, sterile, Pack of 500",,,NOT_SELECTED,Tally Sync not selected for this row,
1619,ACH-RD-CM-0149,"P10402-Centrifuge Tube Conical Bottom, PP/HDPE 15 ml, Blue Cap, sterile, Pack of 500",,box,NOT_SELECTED,Tally Sync not selected for this row,
1620,ACH-EN-ME-0146,Supply of 3D Printing Parts - SLA DOME PUSHING PARTS,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1621,ACH-EN-ME-0147,Supply of 3D Printing Parts - SLA FOOT,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1622,ACH-EN-ME-0148,Supply of 3D Printing Parts - SLA LH-TRAY GUIDE,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1623,ACH-EN-ME-0149,Supply of 3D Printing Parts - SLA PCB SPACER,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1624,ACH-EN-EL-0214,Supply of 3D Printing Parts - SLA PHOTOTRANSISTOR MOUNT,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1625,ACH-EN-ME-0150,Supply of 3D Printing Parts - SLA RH-TRAY GUIDE,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1626,ACH-EN-ME-0151,Supply of 3D Printing Parts - SLA TRAY CARTRIDGE - BLACK SMOKE,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1627,ACH-EN-ME-0152,Supply of 3D Printing Parts - SLA TRAY STOPER_LH,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1628,ACH-EN-ME-0153,Supply of 3D Printing Parts - SLA Z-AXIS SUPPORT,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1629,ACH-EN-EL-0215,Phototransistor Plate,,pcs,UPDATE,unit differs: sheet='pcs' vs tally='Nos' (report only -- not auto-altered),10256
1630,ACH-GN-HK-0019,Hand Sanitizer Dispenser Steel Stand Wall Mount Type,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1631,ACH-GN-IT-0021,Laptop -ASUS,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1632,ACH-RD-CH-0645,Microfluidic Cartridge Assembly Line - Phase 1,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1633,ACH-MF-RM-0003,PMMAMS-1.2 480-520um,,mg,NOT_SELECTED,Tally Sync not selected for this row,
1634,ACH-EN-EQ-0039,Test Sieve 8 inch (Diameter 200 mm) 2 MM Stainless Steel Mesh with Brass Frame (ASTM No. 10),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1635,ACH-EN-EQ-0040,Test Sieve 8 inch (Diameter 200 mm) 1.77 MM Stainless Steel Mesh with Brass Frame (ASTM No. 12),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1636,ACH-EN-EQ-0041,Test Sieve 8 inch (Diameter 200 mm) 1.44 MM Stainless Steel Mesh with Brass Frame (ASTM No. 14),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1637,ACH-EN-EQ-0042,1200W High speed Bench Drill Machine with 90Â°Rotation 6 Level Speed Variable Drilling Chuck size 13 millimeters Mini Bench Press drill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1638,ACH-GN-IT-0022,"WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1639,ACH-EN-EL-0216,"Stainless Steel Hot Pot | 5 L | 100% Puff Insulation, Bacteria Free, Leak-Proof Design| Award-Winning Crystal DÃ©cor Insulated Hot Pot",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1640,ACH-GN-IT-0023,SanDisk SDCZ50-128G-I35 USB2.0 128 GB Pen Drive (Red and Black),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1641,ACH-GN-HK-0020,Multi Purpose Spray Bottle 500ml,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1642,ACH-RD-CH-0646,Super Round Sieve 3mm Colander,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1643,ACH-EN-EQ-0043,Stainless steel lab stool back support modification,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1644,ACH-EN-EQ-0044,Stainless steel lab stool with back support (size 12â€ Dia X 25â€ Hight),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1645,ACH-GN-SF-0001,ESD Apron - Blue,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1646,ACH-EN-ME-0154,TR-2-0600-S 2 FL .0600 X .180 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1647,ACH-EN-ME-0155,TR-2-0400-S 2 FL .0400 X .120 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1648,ACH-EN-ME-0156,TR-2-0040-S 2 FL .0040 X .012 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1649,ACH-EN-ME-0157,TR-2-0060-S 2 FL .0060 X .018 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1650,ACH-EN-ME-0158,TR-2-0030-S 2 FL .0030 X .009 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1651,ACH-EN-ME-0159,TR-2-0080-S 2 FL .0080 X .024 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1652,ACH-EN-ME-0160,TR-2-0200-S 2 FL .0200 X .060 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1653,ACH-EN-ME-0161,TR-2-0120-S 2 FL .0120 X .036 LOC SQ End Mill,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1654,ACH-RD-CH-0647,"JBL Tranz 710, 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1655,ACH-RD-CH-0648,"06104-500 -Poly(ethylene oxide) [MW 100,000]",,mg,NO_CHANGE,matches existing Tally item,10905
1656,ACH-EN-SP-0029,Interior Works,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1657,ACH-RD-CM-0150,Stainless Steel Container 200mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1658,ACH-RD-CM-0151,Stainless Steel Container 380mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1659,ACH-RD-CM-0152,Stainless Steel Container 650mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1660,ACH-RD-CM-0153,Stainless Steel Container 550mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1661,ACH-RD-CH-0649,"Bio-Medical Sharps Container Waste Box, Glass Waste and Metallic Implants, Bio-hazard, Bio-Medical Sharps Container Puncture Proof Box 5 LTR",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1662,ACH-EN-EQ-0045,Waste Dustbin - 32 Ltrs,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1663,ACH-EN-EQ-0046,Waste Dustbin - 22 Ltrs,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1664,ACH-RD-CH-0650,"Power Plate 6 with 4 USB Port + 5 Power Sockets Extension Board, 2500W Power Converter, Cord Length 3Mtr (Black)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1665,ACH-GN-OF-0006,Acrylic Name Badge and Name Plate with Pin Easy to Insert Paper for Office Staff Uniform Badge,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1666,ACH-EN-EQ-0047,Walk in Cold Room - 139 X 127.5 X 96 INCHES.,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1667,ACH-RD-CH-0651,"SRL-52046 - Hydroxypropyl-B-Cyclodextrin (HPBCD)ExiPlus, Multi -Compendial, 98%",,mg,NOT_SELECTED,Tally Sync not selected for this row,
1668,ACH-EN-SP-0030,"0082000142 - ISO 8655 including Preventive Maintenance, pipette maintenance and calibration service, single-channel pipettes and dispensers",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1669,ACH-RD-CH-0652,NCX-Custom C,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1670,ACH-RD-AB-0116,Ready to use Vitally stained WIDAL antigen set for tube test - pack 4x10 mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1671,ACH-RD-BG-0032,Covid 19 - VTM Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1672,ACH-RD-BG-0033,Influenza A - VTM Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1673,ACH-RD-BG-0034,Influenza B - VTM Sample,,m,NOT_SELECTED,Tally Sync not selected for this row,
1674,ACH-RD-BG-0035,RSV - VTM Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1675,ACH-RD-BG-0036,Typhi IGM - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1676,ACH-RD-BG-0037,Typhi IGG - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1677,ACH-RD-BG-0038,Dengue IGM - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1678,ACH-RD-BG-0039,Dengue IGG - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1679,ACH-RD-BG-0040,Dengue NS1 - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1680,ACH-RD-BG-0041,Malaria PV - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1681,ACH-RD-BG-0042,Malaria PF - Blood Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1682,ACH-RD-BG-0043,PCT - Serum Sample,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1683,ACH-RD-CH-0653,Negative sample - Serum/Blood/Plasma,,ml,NOT_SELECTED,Tally Sync not selected for this row,
1684,ACH-EN-EQ-0048,-40 ~ -80 Plasma Freezer Sz. 100x2000 Ltrs,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1685,ACH-EN-EL-0217,Y25 - Printed Circuit Board,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1686,ACH-EN-EL-0218,Y26 - Printed Circuit Board,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1687,ACH-EN-EL-0219,Y27 - Printed Circuit Board,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1688,ACH-EN-EL-0220,Y35 - Printed Circuit Board,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1689,ACH-EN-EL-0221,SMT02310171436159 - Circuit Board Assembly Module,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1690,ACH-EN-EL-0222,SMT0231027451138 - Circuit Board Assembly Module,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1691,ACH-EN-EL-0223,SMT02310301453883 - Circuit Board Assembly Module,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1692,ACH-RD-CH-0654,325623 - eSun eFlex TPU 87A Flexible Filament 1.75mm 1Kg-Natural,,kg,NOT_SELECTED,Tally Sync not selected for this row,
1693,ACH-EN-ME-0162,"3D Printer Nozzles 50PCS Hardened Steel and Brass MK8 Nozzle 0.2mm, 0.3mm, 0.4mm, 0.5mm, 0.6mm, 0.8mm, 1.0mm with Cleaning Tool Kit for Makerbot Creality CR-10/ Ender 3/5",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1694,ACH-RD-CH-0655,Plastic Eye Loupe Loop Magnifier Magnifying Glass for Watchmakers Repair Eye Set of 4 Pc with Plastic Box,,box,NOT_SELECTED,Tally Sync not selected for this row,
1695,ACH-MF-CM-0069,Hand Sanitizer,,,NOT_SELECTED,Tally Sync not selected for this row,
1696,ACH-GN-IT-0024,"N301 RJ45 Wireless-N300 Mbps Single_Band Easy Setup Router (White, Not a Modem)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1697,ACH-GN-IT-0025,"6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1698,ACH-EN-ME-0163,Premium TPU 1.75mm 3D Printing Filament | Dimensional Accuracy +/- 0.03mm | Compatible with Most FDM Printers | 1 KG 3D Printer Filament - TPU Natural/Clear,,kg,NOT_SELECTED,Tally Sync not selected for this row,
1699,ACH-RD-CH-0656,"TL-PoE150S PoE Injector Adapter, IEEE 802.3af Compliant, up to 100 Meters (325 Feet),Gigabit -10/100/1000,Black",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1700,ACH-EN-EQ-0049,"Instrument USB RH-Temp Data Logger Easy Log, Temperature and Humidity (Multicolour)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1701,ACH-RD-CH-0657,XSeries Earmuff Over-the-Head,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1702,ACH-GN-IT-0026,"USB 3.0 sata Cable for 2.5 inch SSD and HDD, USB 3.0 to SATA III Hard Driver Adapter, sata to USB Cable-(Blue)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1703,ACH-RD-CH-0658,"Plastic Multipurpose Modular Drawer, 4 Racks, Small, Transparent",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1704,ACH-EN-ME-0164,Camera Filter Retainer 2mm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1705,ACH-EN-ME-0165,Camera Lens Support Ring,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1706,ACH-EN-ME-0166,Lens Retainer,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1707,ACH-EN-ME-0167,Pocketed Camera Filter Retainer,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1708,ACH-EN-EL-0224,FX888D-13BY - HAKKO FX-888D 230V W/3 Wired Cord & BS Plug (Blue/Yellow) Soldering Station,,pcs,NO_CHANGE,matches existing Tally item,11421
1709,ACH-EN-EL-0225,T18-BL - Soldering Tip Shape-BL for FX-8801,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1710,ACH-EN-EL-0226,T18-S6 - Soldering Tip Shape-S6 for FX-8801,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1711,ACH-EN-EL-0227,T18-CF4 - Soldering Tip Shape-4C Tinned Surface Only for FX-8801,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1712,ACH-EN-EL-0228,9076 - Raspberry Pi 4 Model B - 8GB RAM,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1713,ACH-RD-CH-0659,NCZ - Polystyrene Powder (10-30 micron),,g,NOT_SELECTED,Tally Sync not selected for this row,
1714,ACH-RD-CM-0154,50mL Bottle with screw cap and pouring ring,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1715,ACH-RD-CM-0155,100mL Bottle with screw cap and pouring ring,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1716,ACH-RD-CM-0156,250mL Bottle with screw cap and pouring ring,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1717,ACH-RD-CM-0157,500mL Bottle with screw cap and pouring ring,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1718,ACH-RD-CH-0660,1165430 - G1200 1200 x 12MP Multipurpose Digital Electronic Microscope with 7â€³ LCD Display,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1719,ACH-RD-CH-0661,"520-120-18-33JGN-TR3 - Crystals 12MHz,CL 18,TOL +/-20 ppm ,STAB +/-30 ppm,-40 +85 C,ESR 100O",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1720,ACH-EN-EL-0229,610-CMPT3904E - Bipolar Transistors - BJT NPN Enhanced Complimentary,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1721,ACH-EN-EL-0230,863-NTD5867NLT4G - MOSFET NFET DPAK 60V 18A 43 MOHM,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1722,ACH-EN-EL-0231,621-DMG2302UK-7 - MOSFET MOSFET BVDSS: 8V-24V,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1723,ACH-EN-EL-0232,942-IRFR5505TRPBF - MOSFET 1 P-CH -55V HEXFET 110mOhms 21.3nC,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1724,ACH-RD-CH-0662,"358-SC09147 - ARM Microcontrollers - MCU IC RP2040 (RP2B2) T&R, 500 (7"" reel)",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1725,ACH-RD-CH-0663,798-DF1B-8S-2.5R - Headers & Wire Housings 2.5MM SINGLE ROW SKT 8P HOUSING,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1726,ACH-RD-CH-0664,538-15020-0852 - FFC / FPC Jumper Cables PREMO-FLEX 0.50 (AU) LGT 305 TYPED 15CKT,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1727,ACH-EN-EL-0233,621-DMN6040SK3-13 - MOSFET 60V N-CH MOSFET,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1728,ACH-RD-CH-0665,Oxygen,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1729,ACH-RD-KT-0044,370x - Immunoassay Trilevel Control â€“ Mini pack,,ul,NOT_SELECTED,Tally Sync not selected for this row,
1730,ACH-EN-EL-0234,DB25 Male to DB25 Male Pin Serial Port Cable RS232-3 Meter for Printer - White,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1731,ACH-GN-IT-0027,"82RK0062IN - SmartChoice IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/MSO 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1732,ACH-RD-AB-0117,"A63690574P - Malaria pLDH Mab, Pan Specific",,ug,NOT_SELECTED,Tally Sync not selected for this row,
1733,ACH-RD-KT-0045,Dengue Card test,,Test,NOT_SELECTED,Tally Sync not selected for this row,
1734,ACH-RD-CH-0666,Malaria pan + Pf,,Test,NOT_SELECTED,Tally Sync not selected for this row,
1735,ACH-RD-CH-0667,EDTA Capillaries 75mm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1736,ACH-RD-CH-0668,Bulb Dispenser (Dropper),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1737,ACH-RD-CH-0669,Cartridge Parts Mold,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1738,ACH-RD-CH-0670,Parts of Top and Bottom_inj_cost - Set,,Set of 2,NOT_SELECTED,Tally Sync not selected for this row,
1739,ACH-EN-SP-0031,Service Charges for Vacuum Oven,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1740,ACH-RD-CH-0671,Brushes Round and Flat,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1741,ACH-MF-CT-0019,Dome,,pcs,NO_CHANGE,matches existing Tally item,11328
1742,ACH-MF-JG-0002,Achira MFG Jig - Part 1,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1743,ACH-MF-JG-0003,Achira MFG Jig - Part 2,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1744,ACH-MF-JG-0004,Achira MFG Jig - Part 3,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1745,ACH-RD-CH-0672,"USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1746,ACH-GN-IT-0028,"HDMI to VGA Cable, UVOOI HDMI to VGA Adapter for Monitor 3.3 Feet Cord Male to Male Video Cable Compatible with Raspberry Pi, Roku, Computer, Laptop, Monitor, Projector, HDTV",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
1747,ACH-RD-CH-0673,Professional Stylish Hair Dryers For Womens And Men Hot And Cold DRYER (2000 W BLACK),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
