Status,Master Item Name,Tally Item Name,Master Row,Tally MASTERID,Tally GUID,Tally Parent,Tally Unit,Match Type,Difference
MISSING_FROM_TALLY,"ER12 - Cage Assembly Rod, 12"" Long, Ã˜6 mm",,3098,,,,,,
MISSING_FROM_TALLY,"MS12B/M - 300 mm x 300 mm x 9.5 mm Mini-Series Aluminum Breadboard, M3 Taps on 12.5 mm Centers",,3099,,,,,,
MISSING_FROM_TALLY,CT011 - Filter - 16-80um,,3100,,,,,,
MATCH_EXACT,100079 - Anti-h Hemoglobin 7202 SPR-5,100079 - Anti-h Hemoglobin 7202 SPR-5,3101,10921,78389433-1b86-42de-bf30-a357884c54ea-00002aa9,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,GPDx-DENV-Sero4T-v1 - GenepathDx Dengue serotyping RT PCR reagents,,3102,,,,,,
MISSING_FROM_TALLY,GPDX-Respi RFC-5plx - GenePath Dx RespiRFC Pentaplex quantitative RUO reagents,,3103,,,,,,
MISSING_FROM_TALLY,PROGESTERONE Kit - Ichroma,,3104,,,,,,
MISSING_FROM_TALLY,FERRITIN Kit Kit - Ichroma,,3105,,,,,,
MISSING_FROM_TALLY,"412422 - PAMAM dendrimer, ethylenediamine core, generation 3.0 solution",,3106,,,,,,
MISSING_FROM_TALLY,30510001 - CIJ Makeup CPP001MU 700 ml,,3107,,,,,,
MISSING_FROM_TALLY,20561 80 002 - GLASS BOTTLES - EASY LYO 30 ML,,3108,,,,,,
MISSING_FROM_TALLY,20561 91 002 - GLASS BOTTLES - EASY LYO 30 ML,,3109,,,,,,
MISSING_FROM_TALLY,One Time Stamping Charges,,3110,,,,,,
MISSING_FROM_TALLY,CRP with buffer box,,3111,,,,,,
MISSING_FROM_TALLY,TN-I PLUS with buffer box,,3112,,,,,,
MISSING_FROM_TALLY,"P10238W - Screw Cap Tube, Coloured, Self-Standing, PP, 2.0 mL, Sterile, Non-printed, non -assembled with EPDM ring Cap",,3113,,,,,,
MISSING_FROM_TALLY,Services - Service Agreement dt. 21st Jan 2025,,3114,,,,,,
MATCH_EXACT,2TG12cc 5E6cc Anti-Thyroglobulin,2TG12cc 5E6cc Anti-Thyroglobulin,3115,10996,78389433-1b86-42de-bf30-a357884c54ea-00002af4,R&D Inventory,UG,EXACT,
MATCH_EXACT,2TG12cc 5F9cc Anti-Thyroglobulin,2TG12cc 5F9cc Anti-Thyroglobulin,3116,10997,78389433-1b86-42de-bf30-a357884c54ea-00002af5,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,"E01325M - MAb to Thyroglobulin Monoclonal,Purified",,3117,,,,,,
MISSING_FROM_TALLY,"E01326M - MAb to Thyroglobulin Monoclonal,Purified",,3118,,,,,,
MISSING_FROM_TALLY,FAB-H003-7E2 - cTnI Ab,,3119,,,,,,
MISSING_FROM_TALLY,FAB-H003-2C7 - cTnI Ab,,3120,,,,,,
MISSING_FROM_TALLY,FAP-HE010 - CK-MB Ag,,3121,,,,,,
MISSING_FROM_TALLY,FA370 A - Human Folate Elisa Kit 96 Wells,,3122,,,,,,
MISSING_FROM_TALLY,TG070T - Human Thyrogloubin Ab Elisa Kit 96 Wells,,3123,,,,,,
MISSING_FROM_TALLY,VB369B - Human Vitamin B12 Elisa Kit 96 Wells,,3124,,,,,,
MISSING_FROM_TALLY,EIA5925 - Human sTfR Elisa Kit 96 Wells,,3125,,,,,,
MISSING_FROM_TALLY,E1206Hu - Human Retinol Binding Protein 4 RBP4 - Elisa Kit 96 Wells,,3126,,,,,,
MISSING_FROM_TALLY,"SRL 87272 - Potassium Carbonate anhydrous extrapure, 99%",,3127,,,,,,
MISSING_FROM_TALLY,"SRL 24794 - Potassium Bicarbonate extrapure, 99%",,3128,,,,,,
MISSING_FROM_TALLY,Vidas Vitamin B12 Total Test,,3129,,,,,,
MISSING_FROM_TALLY,Vidas AntiTg Test,,3130,,,,,,
MISSING_FROM_TALLY,Vidas Progesterone Test,,3131,,,,,,
MISSING_FROM_TALLY,907227- Poly(ethylene glycol) diacrylate,,3132,,,,,,
MISSING_FROM_TALLY,New Pump installation,,3133,,,,,,
MISSING_FROM_TALLY,LBH_2,,3134,,,,,,
MISSING_FROM_TALLY,LBH_2H,,3135,,,,,,
MISSING_FROM_TALLY,"200 cm Self Adhesive Black Board Wall Sticker Blackboard with Chalks Chalk Black Board Wall Sticker for Teaching in Home Office School Children Study (PVC, 45 X 200 cm) Chalkboard Sticker",,3136,,,,,,
MISSING_FROM_TALLY,"Electric Rotating Display Stand, USB Charge 360 Degree Rotating Turntable, 20CM /Load 8KG, Multi-Functional Rotary Table for Photography Products Shows, Jewelry, Cake (Without Battery)",,3137,,,,,,
MATCH_EXACT,10066 - NHS-PEG-NHS - HO023023-200,10066 - NHS-PEG-NHS - HO023023-200,3138,10939,78389433-1b86-42de-bf30-a357884c54ea-00002abb,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,SRE0010 - 5-Methyltetrahydrofolic acid disodium salt,,3139,,,,,,
MISSING_FROM_TALLY,QR Code - Cystatin C,,3140,,,,,,
MISSING_FROM_TALLY,GS_UL_CE_BISCertified 5V Wall Charger_Part1_2 of LFA Charger,,3141,,,,,,
MISSING_FROM_TALLY,Android Type_C Charging Data Cable_Part2_2 of LFA Charger,,3142,,,,,,
MISSING_FROM_TALLY,HC-102 - AFSC controls,,3143,,,,,,
MISSING_FROM_TALLY,HC-111 - A2 Normal,,3144,,,,,,
MATCH_EXACT,100129 - Anti-h cTnI 9701 SPRN-5,100129 - Anti-h cTnI 9701 SPRN-5,3145,10925,78389433-1b86-42de-bf30-a357884c54ea-00002aad,R&D Inventory,UG,EXACT,
MATCH_EXACT,100125 - Anti-h cTnI 9705 SPTN-1,100125 - Anti-h cTnI 9705 SPTN-1,3146,10924,78389433-1b86-42de-bf30-a357884c54ea-00002aac,R&D Inventory,UG,EXACT,
MATCH_EXACT,100181 - Anti-h cTnI 9703 SPTN-5,100181 - Anti-h cTnI 9703 SPTN-5,3147,10927,78389433-1b86-42de-bf30-a357884c54ea-00002aaf,R&D Inventory,UG,EXACT,
MATCH_EXACT,100180 - Anti-h cTnI 9707 SPTN-5,100180 - Anti-h cTnI 9707 SPTN-5,3148,10926,78389433-1b86-42de-bf30-a357884c54ea-00002aae,R&D Inventory,UG,EXACT,
MATCH_EXACT,700050 - Anti-h cTnI RC9750 SPTN-5,700050 - Anti-h cTnI RC9750 SPTN-5,3149,11079,78389433-1b86-42de-bf30-a357884c54ea-00002b47,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,HM418 - Influenza A Virus Antibody,,3150,,,,,,
MISSING_FROM_TALLY,FK-0028 - Rabbit Anti-BSA Ab,,3151,,,,,,
MATCH_EXACT,800041615 - 5-FAM Cysteamine,800041615 - 5-FAM Cysteamine,3152,11085,78389433-1b86-42de-bf30-a357884c54ea-00002b4d,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,9800-SUC-200-300 - ESD foil,,3153,,,,,,
MISSING_FROM_TALLY,T941196 - Micro Test Plate - Flat Bottom,,3154,,,,,,
MISSING_FROM_TALLY,T523041 - White Storage Vial 1mL,,3155,,,,,,
MATCH_EXACT,"9019326 - Belt, toothed, src, detector optics, RG6","9019326 - Belt, toothed, src, detector optics, RG6",3156,11111,78389433-1b86-42de-bf30-a357884c54ea-00002b67,R&D Inventory,Pcs,EXACT,
MATCH_EXACT,"9242028 - RGQ, Repair Fee","9242028 - RGQ, Repair Fee",3157,11113,78389433-1b86-42de-bf30-a357884c54ea-00002b69,R&D Inventory,Pcs,EXACT,
MISSING_FROM_TALLY,USW_Top Plate Parts,,3158,,,,,,
MISSING_FROM_TALLY,SS 316 Bolt,,3159,,,,,,
MISSING_FROM_TALLY,Cartridge_LE_Quo_13.09.25,,3160,,,,,,
MISSING_FROM_TALLY,Well_LE_Quo_13.09.25,,3161,,,,,,
MISSING_FROM_TALLY,Dome_LE_Quo_13.09.25,,3162,,,,,,
MISSING_FROM_TALLY,Retainer_LE_13.09.25,,3163,,,,,,
MISSING_FROM_TALLY,Assembly^GP_AllCATPart - Supply of 3D Printed Parts,,3164,,,,,,
MISSING_FROM_TALLY,Nozzle^GP - Supply of 3D Printed Parts,,3165,,,,,,
MISSING_FROM_TALLY,MHolder^GP - Supply of 3D Printed Parts,,3166,,,,,,
MISSING_FROM_TALLY,ExtAdaptor^GP - Supply of 3D Printed Parts,,3167,,,,,,
MISSING_FROM_TALLY,TShaft^GP - Supply of 3D Printed Parts,,3168,,,,,,
MISSING_FROM_TALLY,V1331 - Anti-Influenza A virus (NP),,3169,,,,,,
MISSING_FROM_TALLY,"LA419L - Folate Binding Protein, Native",,3170,,,,,,
MISSING_FROM_TALLY,M6035 - 4-(N-Maleimidomethyl)cyclohexane-1-carboxylic acid 3-sulfo-N-hydroxysuccinimide ester sodium salt,,3171,,,,,,
MISSING_FROM_TALLY,NUCLEO-H753ZI -,,3172,,,,,,
MISSING_FROM_TALLY,EC-2995 - DRV8825 Stepper Motor Driver Module,,3173,,,,,,
MISSING_FROM_TALLY,EC-5122 - Raspberry Pi Pico (Latest & original),,3174,,,,,,
MISSING_FROM_TALLY,Germicidal Disinfection UVC Light Unit; 16W UVGI; All-In-One Compact Unit; Plug and Play Model GUV,,3175,,,,,,
MISSING_FROM_TALLY,"HDMI Splitter 1 in 2 Out with Power Adapter | 4K x 2K UHD 3D HDMI Switch Box | Dual Monitor HDMI Splitter for TV, PC, Laptop, Fire Stick, PS4, PS5, Xbox | Full HD 1080p Support-",,3176,,,,,,
MISSING_FROM_TALLY,G9885 - Alpha1-Acid Glycoprotien from Human &,,3177,,,,,,
MISSING_FROM_TALLY,A5566 - Monoclonal Anti-Human A1-Acid,,3178,,,,,,
MISSING_FROM_TALLY,FAP-TN027 - Hemoglobin - Hb Ag,,3179,,,,,,
MISSING_FROM_TALLY,E-AB-1043 - Streptavidin(peroxidase/HRP conjugated),,3180,,,,,,
MISSING_FROM_TALLY,HY-D0802 - Biotin NHS (Synonyms: Biotin N-hydroxysuccinimide ester; NHS-Biotin),,3181,,,,,,
MISSING_FROM_TALLY,H1222 - Hydrogen Peroxide (35% in Water),,3182,,,,,,
MISSING_FROM_TALLY,3796 - sulfo-Cyanine5 tyramide,,3183,,,,,,
MISSING_FROM_TALLY,925640 - Poly (ethylene glycol)-block-Poly (sulfobetaine methacrylate),,3184,,,,,,
MISSING_FROM_TALLY,M5028 - Monoclonal Anti-5MTH Folic Acid antibody produced in mouse,,3185,,,,,,
MISSING_FROM_TALLY,"345876 - Bovine Î³-Globulin, Serum",,3186,,,,,,
MISSING_FROM_TALLY,RP600-VIS-NIR - Reflection Probe,,3187,,,,,,
MISSING_FROM_TALLY,CUV-H - Cuvette Holder,,3188,,,,,,
MISSING_FROM_TALLY,ABBA1C04 - Anti-HbA1c Mab,,3189,,,,,,
MATCH_EXACT,ABHEMG05 - Anti-Hemoglobin Mab,ABHEMG05 - Anti-Hemoglobin Mab,3190,11135,78389433-1b86-42de-bf30-a357884c54ea-00002b7f,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,T9183 - Phosphate Buffered Saline with Tween 20 (PBS-T) Tablets - pH7.4 Cat,,3191,,,,,,
MISSING_FROM_TALLY,T9181 - Phosphate Buffered Saline (PBS) Tablets - pH7.4 Cat,,3192,,,,,,
MISSING_FROM_TALLY,"NHD-5.0-HDMI-N-RSXP-CTU - Graphic Display TFT Black 5""",,3193,,,,,,
MISSING_FROM_TALLY,PRO3070 - 300RPM 6V Linear Actuator N20 Micro Metal Gear Motor DC Motor with M4 Screw 100mm Lead Shaft,,3194,,,,,,
MISSING_FROM_TALLY,R185742 - Pro-Range TES1-7102 20x20mm Industrial Grade Semiconductor Refrigeration Sheet 8.4V2A Cooling Capacity 9.2W,,3195,,,,,,
MISSING_FROM_TALLY,Dome_ITC-0001-0400,,3196,,,,,,
MISSING_FROM_TALLY,"0030108116 - Protien Lobind Tubes snap cap, Protein LoBindÂ®, 1.5 mL, PCR clean, colorless",,3197,,,,,,
MISSING_FROM_TALLY,"LP25XXX059X300X - Plastic Backing Type : L-P25, Size: 59X300mm",,3198,,,,,,
MISSING_FROM_TALLY,"LP25XXX060X300X - Plastic Backing, Type: L-P25, Size: 60X300mm",,3199,,,,,,
MISSING_FROM_TALLY,T460092 - Petri Dish 90m clean room sleev of 20,,3200,,,,,,
MISSING_FROM_TALLY,PRO4358 - 3mm to 3mm Flexible Coupler for 3D Printer CNC Shaft Metal,,3201,,,,,,
MISSING_FROM_TALLY,LGRO068 - Double Pass Brass Universal Adapter Coupling 2mm x 2mm,,3202,,,,,,
MISSING_FROM_TALLY,RS4883 - GA12-N20-12V 1000 RPM ALL METAL GEAR MICRO DC MOTOR WITH PRECIOUS METAL BRUSH (RMCS-2518) - RS4883,,3203,,,,,,
MISSING_FROM_TALLY,FF-180 DC Trimmer Motor with Pulley - 1.5V to 9V High-Speed Mini Motor,,3204,,,,,,
MISSING_FROM_TALLY,MTD5052N - SENSOR PHOTODIODE 525NM TO18,,3205,,,,,,
MISSING_FROM_TALLY,PETG-HS Filament,,3206,,,,,,
MISSING_FROM_TALLY,Navigator Colour Documents Paper Ultra Smooth 120gsm A4 White Ref NAV0330 [250 Sheets],,3207,,,,,,
MISSING_FROM_TALLY,Magazine Holder Countertop Desk File Organizer 4 Compartments | Plastic Vertical File Dividers Book Holder & Cabinet Document Storage Rack,,3208,,,,,,
MISSING_FROM_TALLY,"Vertical Card Holder, PU Leather and Stainless Steel Credit Card Wallet, Business Card Holder for Men and Women (Black -9 x 1 x 6 Cm)",,3209,,,,,,
MISSING_FROM_TALLY,1 inch Synthetical Blunt Tip Dispensing Needle with Luer Lock - 9 Different Sizesï¼Œ45 PCS,,3210,,,,,,
MISSING_FROM_TALLY,"Strip Tubes and Caps, 0.1 ml",,3211,,,,,,
MISSING_FROM_TALLY,23320 - sulfo-Cyanine5 NHS ester CAS number: 2230212-27-6; 146368-14-1 (N-Ethyl),,3212,,,,,,
MISSING_FROM_TALLY,M2359-3- (Methacryloyloxy)ethyl]dimethylam monio]propionate,,3213,,,,,,
MATCH_EXACT,BRCNS1S119- Monoclonal antibody,BRCNS1S119- Monoclonal antibody,3214,11186,78389433-1b86-42de-bf30-a357884c54ea-00002bb2,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,Cryo Vial Tube 2.0 ml - Sterile,,3215,,,,,,
MISSING_FROM_TALLY,801725144 - GENLISA Human Methylenetetrahydrofolate Reductase (MTHFR) ELISA,,3216,,,,,,
MATCH_EXACT,"09/296 Pro-Insulin, human (1st International Standard)","09/296 Pro-Insulin, human (1st International Standard)",3217,10906,78389433-1b86-42de-bf30-a357884c54ea-00002a9a,R&D Inventory,Pcs,EXACT,
MISSING_FROM_TALLY,LI-SP101M - Pre-treatment module,,3218,,,,,,
MISSING_FROM_TALLY,LM4G520H5R - Green Laser Module,,3219,,,,,,
MISSING_FROM_TALLY,Gerber_Y107,,3220,,,,,,
MISSING_FROM_TALLY,SFPS25RB - PES Syringe FIlters - 25mm,,3221,,,,,,
MISSING_FROM_TALLY,SFPS25XB - PES Syringe FIlters - 45mm,,3222,,,,,,
MISSING_FROM_TALLY,RS232 - Millennium Converter,,3223,,,,,,
MISSING_FROM_TALLY,Mono-Carton-QUANT ALFA,,3224,,,,,,
MATCH_EXACT,Beta Cartridge_Black_Lakshmi Enterprises,Beta Cartridge_Black_Lakshmi Enterprises,3225,11173,78389433-1b86-42de-bf30-a357884c54ea-00002ba5,Cartridges,Nos,EXACT,
MISSING_FROM_TALLY,Valve shaft_LE_21.11.25,,3226,,,,,,
MISSING_FROM_TALLY,501DRLP/25.7X36 - Optical Filter,,3227,,,,,,
MISSING_FROM_TALLY,LA428 - Estradiol (E2)-3-BSA Antigen,,3228,,,,,,
MATCH_EXACT,A66802H - TRU Block 2,A66802H - TRU Block 2,3229,11123,78389433-1b86-42de-bf30-a357884c54ea-00002b73,R&D Inventory,UG,EXACT,
MATCH_EXACT,5200 - Irgacure 5929 Photoinitiator non-sterile,5200 - Irgacure 5929 Photoinitiator non-sterile,3230,11066,78389433-1b86-42de-bf30-a357884c54ea-00002b3a,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,HY-P3152 - Streptavidin,,3231,,,,,,
MATCH_EXACT,3KC533 - HBR 1 - Purified (Heterophilic Blocking Reagent 1),3KC533 - HBR 1 - Purified (Heterophilic Blocking Reagent 1),3232,11024,78389433-1b86-42de-bf30-a357884c54ea-00002b10,R&D Inventory,MG,EXACT,
MISSING_FROM_TALLY,MRS15-400 - Mini guide rail,,3233,,,,,,
MISSING_FROM_TALLY,MR15-C - Mini Guide Block,,3234,,,,,,
MISSING_FROM_TALLY,Levothyroxine Sodium,,3235,,,,,,
MISSING_FROM_TALLY,Liothyrinine Sodium,,3236,,,,,,
MISSING_FROM_TALLY,4306737 - MicroAmp Optical 96-well Reaction Plate with Barcode,,3237,,,,,,
MISSING_FROM_TALLY,52906 - QIAamp Viral RNA Mini Kit (250),,3238,,,,,,
MISSING_FROM_TALLY,"TI-GL-NS - TAURUSDISPOÂ® Nitrile Powder Free Gloves, Small",,3239,,,,,,
MISSING_FROM_TALLY,Universal Corrugated Box - 5 ply - 11x9x4.7 inch - OD,,3240,,,,,,
MISSING_FROM_TALLY,Universal Corrugated Box - 3 ply - 11x8.3x9 inch - OD,,3241,,,,,,
MISSING_FROM_TALLY,Shredded Corrugated Board,,3242,,,,,,
MISSING_FROM_TALLY,"2"" Tape Dispenser",,3243,,,,,,
MISSING_FROM_TALLY,"2"" Self Adhesive Brown Tape - 65 mtrs",,3244,,,,,,
MISSING_FROM_TALLY,Storage size : 1700mmW X 700mmD X 890mmHt with openable doors,,3245,,,,,,
MISSING_FROM_TALLY,"DMAK Multi Traders 22 Watts LED Square Ceiling Surface Panel Light (Warm White, Yellow,Aluminium)",,3246,,,,,,
MISSING_FROM_TALLY,AI Foil Laminate,,3247,,,,,,
MISSING_FROM_TALLY,M5 Phone Stand â€“ Adjustable Cell Phone Holder for desk Compatible with All Smartphones (Black),,3248,,,,,,
MISSING_FROM_TALLY,PK Viral Transport Media Kit (1 Nylon Nasal Swab + 1 Nylon Oral Swab) Viral transport medium kits,,3249,,,,,,
MISSING_FROM_TALLY,M5801 - 3-Mercaptopropionic acid,,3250,,,,,,
MISSING_FROM_TALLY,Measuring Cylinder - 100 mL,,3251,,,,,,
MISSING_FROM_TALLY,PID: 194224 - LC-PCB-FABRICATION - Printed Circuit Board Fabrication,,3252,,,,,,
MISSING_FROM_TALLY,"1798001 - RC0805JR-0710KL, Yageo, SMD Chip Resistor, 10 kohm, Â± 5%, 125 mW, 0805 [2012 Metric], Thick Film, Precision",,3253,,,,,,
MISSING_FROM_TALLY,R240993 - CRCW08051M00FKEA-VISHAY-125mW Thick Film Resistors 150V Â±1% Â±100ppm/â„ƒ 1MÎ© 0805 Chip Resistor â€“ Surface Mount ROHS,,3254,,,,,,
MISSING_FROM_TALLY,"1742452 - MCP6002-I/SN MICROCHIP Operational Amplifier, Dual, 2 Amplifier, 1 MHz, 0.6 V/Âµs, 1.8V to 6V, SOIC, 8 Pins",,3255,,,,,,
MISSING_FROM_TALLY,"1880549 - TL082ACDT-STMICROELECTRONICS-Operational Amplifier, 2 Amplifier, 4 MHz, 16 V/Âµs, 6V to 36V, Â± 3V to Â± 18V, SOIC, 8 Pins",,3256,,,,,,
MISSING_FROM_TALLY,"R234397 - TC7660SEOA713-MICROCHIP-DC/DC Charge Pump Adjustable Voltage Regulator, 1.5V to 12V in, -12V to -1.5V/20mA out, SOIC-8",,3257,,,,,,
MISSING_FROM_TALLY,R175090 - BH4B-PH(LF)(SN)-JST-PH header (High box type),,3258,,,,,,
MISSING_FROM_TALLY,835815 - I2C ADS1115 16 Bit ADC 4 channel Module with Programmable Gain Amplifier,,3259,,,,,,
MISSING_FROM_TALLY,R139450 - CC0805JKX7R9BB474-YAGEO-Cap Ceramic 0.47uF 50V X7R 5% Pad SMD 0805 125Â°C T/R,,3260,,,,,,
MISSING_FROM_TALLY,595331 - 10pF 0805 Surface Mount Multilayer Ceramic Capacitor,,3261,,,,,,
MISSING_FROM_TALLY,R144576 - GCM21BR72A104KA37L-Murata-Cap Ceramic 0.1uF 100V X7R 10% Pad SMD 0805 125Â°C Automotive AEC-Q200 T/R,,3262,,,,,,
MISSING_FROM_TALLY,R216060 - CRCW0805470KFKEA-Vishay Intertech-125mW Thick Film Resistors 150V Â±1% Â±100ppm/â„ƒ 470kÎ© 0805 Chip Resistor â€“ Surface Mount ROHS,,3263,,,,,,
MISSING_FROM_TALLY,DRV8825 Stepper Motor Driver Module,,3264,,,,,,
MISSING_FROM_TALLY,815859 - Optical Endstop Photoelectric Light Control Optical Limit Switch for 3D Printer,,3265,,,,,,
MISSING_FROM_TALLY,TEMD5510FX01 - SENSOR PHOTODIODE 540NM SMD,,3266,,,,,,
MISSING_FROM_TALLY,FIL0700-100-95-5 - Emission Filter (Dia: 25mm),,3267,,,,,,
MISSING_FROM_TALLY,FIL0630-20-95-5 - Excitation Filter (Dia: 25mm),,3268,,,,,,
MISSING_FROM_TALLY,FIL3-060/064-065/080-45 - Dichroic Mirror (25.2 x 35.6 mm),,3269,,,,,,
MISSING_FROM_TALLY,Vidas NT - Pro BNP2,,3270,,,,,,
MISSING_FROM_TALLY,Vidas High Sensitive Tropohine I,,3271,,,,,,
MISSING_FROM_TALLY,Vidas Myoglobin,,3272,,,,,,
MISSING_FROM_TALLY,Vidas CKMB,,3273,,,,,,
MISSING_FROM_TALLY,Vidas DDimer Exclusion II,,3274,,,,,,
MISSING_FROM_TALLY,00 inch Wall Sticker Paper Vinyl Removal Self Adhesive ChalkBoard Sheet45x200cm BLACK Chalkboard Sticker (Pack of 1),,3275,,,,,,
MISSING_FROM_TALLY,S03-MxA-30 - MxA Antibody,,3276,,,,,,
MISSING_FROM_TALLY,S03-MxA-31 - MxA Antibody,,3277,,,,,,
MISSING_FROM_TALLY,MxA-Ag-1 - MxA Antigen,,3278,,,,,,
MISSING_FROM_TALLY,"4008-0004 - Seal, 1mL Syringe Quanti/Qu",,3279,,,,,,
MISSING_FROM_TALLY,"FCP-305/0.22UM MEMBRANE FILTERS DURAPORE PVDF 0.22UM,WH PL 47MM DIA MERCK GVWP04700",,3280,,,,,,
MISSING_FROM_TALLY,"FCP-305/0.45UM - MEMBRANE FILTERS DURAPORE PVDF 0.45UM, 47MM DIA MERCK HVLP04700 (NON STERILE)",,3281,,,,,,
MISSING_FROM_TALLY,"T1010 - SPINWIN 6X1.5ML, (MICRO CENTRIFUGE) FIXED SPEED OF 6000 RPM",,3282,,,,,,
MISSING_FROM_TALLY,YK725 - Assembly Roller,,3283,,,,,,
MISSING_FROM_TALLY,L0608800500 - Span 80 (Sorbitane Monooleate),,3284,,,,,,
MATCH_EXACT,BRJNS1S107- Monoclonal antibody,BRJNS1S107- Monoclonal antibody,3285,11199,78389433-1b86-42de-bf30-a357884c54ea-00002bbf,R&D Inventory,UG,EXACT,
MISSING_FROM_TALLY,Grade 243 - 22x300mm,,3286,,,,,,
MISSING_FROM_TALLY,Hv Plus - 1668 - 12mm x 300mm,,3287,,,,,,
MISSING_FROM_TALLY,8951 - 15mm - 15x300mm,,3288,,,,,,
MISSING_FROM_TALLY,"201102 - Bilirubin Conjugate, Ditaurate, Disodium Salt",,3289,,,,,,
MISSING_FROM_TALLY,B4126 - Bilirubin,,3290,,,,,,
MATCH_EXACT,17811 - 1AMP,17811 - 1AMP,3291,10968,78389433-1b86-42de-bf30-a357884c54ea-00002ad8,R&D Inventory,Pcs,EXACT,
MATCH_EXACT,801727263 - GENLISA Human Anti-Mouse Antibody (HAMA) ELISA,801727263 - GENLISA Human Anti-Mouse Antibody (HAMA) ELISA,3292,11086,78389433-1b86-42de-bf30-a357884c54ea-00002b4e,R&D Inventory,KIT,EXACT,
MISSING_FROM_TALLY,AMBH97BA09B4 - 6-Methylpterin,,3293,,,,,,
MISSING_FROM_TALLY,U5378 - Urea,,3294,,,,,,
MISSING_FROM_TALLY,iogue Sharp Containers/Puncture Proof Box For Needles 3.5 Ltr,,3295,,,,,,
MISSING_FROM_TALLY,C-TMBH3-12 - Urethane Molded Bearings With Screw Rod,,3296,,,,,,
MISSING_FROM_TALLY,"E-LBGCAB698ZZ - Bearings with Housings, Single Bearing, Standard Flange Type with Retainer Ring",,3297,,,,,,
MISSING_FROM_TALLY,"Vivobook S14, Intel Core Ultra 5 225H, Intel iGPU,16GB RAM,512GB SSD,FHD+,14"",60Hz,Windows 11,M365 Basic (1Year)*,Office Home 2024,Matte Gray,1.4 Kg, S3407CA-LY057WS, Metallic Design Laptop",,3298,,,,,,
MISSING_FROM_TALLY,HbA1c - Auker,,3299,,,,,,
MISSING_FROM_TALLY,CTNI - Auker,,3300,,,,,,
MISSING_FROM_TALLY,FAR-131 - Malaria Pan Antigen Rapid Test Uncut Sheet (cassette),,3301,,,,,,
MISSING_FROM_TALLY,FAR-131-B - Assay Buffer (Malaria Pan,,3302,,,,,,
MISSING_FROM_TALLY,FAR-115 - HBsAg Rapid Test Uncut Sheet (cassette),,3303,,,,,,
MISSING_FROM_TALLY,FAR-115-B - Assay Buffer (HBsAg),,3304,,,,,,
MISSING_FROM_TALLY,FAR-116 - HCV Antibody Rapid Test Uncut Sheet (cassette),,3305,,,,,,
MISSING_FROM_TALLY,FAR-116-B - Assay Buffer (HCV),,3306,,,,,,
MISSING_FROM_TALLY,"LCD010060X300X - NC Membrane Laminate -Type: CNPF-SN12-L2-P25, Size: 60x300mm, Pore Size:10um, 25mmNC,",,3307,,,,,,
MISSING_FROM_TALLY,"LNDFXXX060X300X - NC Membrane Laminate Type: 150CNPH-N-SS40-L2-P25, Size: 60x300mm, 25mm NC",,3308,,,,,,
MISSING_FROM_TALLY,"LKDFXXX060X300X - NC Membrane Laminate -Type: 90CNPH-N-SS40-L2-P25, Size: 60x300mm, 25mm NC",,3309,,,,,,
MISSING_FROM_TALLY,"LBDF012060X300X - NC Membrane Type: CNPC-SS12-L2-P25, Pore Size: 12Î¼m, Size: 60x300mm, with 25mm NC",,3310,,,,,,
MISSING_FROM_TALLY,"PTR5XXX007XXXXX - Conjugate Release Matrix Pad -Type: PT-R5, Size: 7mm",,3311,,,,,,
MISSING_FROM_TALLY,"P080XXX022X300X - mdi Absorbent Pad -Type: AP080, Size: 22x300mm,",,3312,,,,,,
MISSING_FROM_TALLY,"P110XXX022X300X - Absorbent Pad, Type: AP110, Size: 22x300mm",,3313,,,,,,
MISSING_FROM_TALLY,C0001_02 - TFT Rotary Shaft Retain,,3314,,,,,,
MISSING_FROM_TALLY,CO0001_02 - TFT_ROTARY_SHFFT,,3315,,,,,,
MISSING_FROM_TALLY,NA - USB_To_pPlate,,3316,,,,,,
MISSING_FROM_TALLY,C0001_02_TFT_RUBBER_VALVE,,3317,,,,,,
MISSING_FROM_TALLY,- TFT_WELL_BT12,,3318,,,,,,
MISSING_FROM_TALLY,C0001_02 - TFT Rotary Shaft,,3319,,,,,,
MATCH_EXACT,12779-Cetyltrimethyl Ammonium Bromide (CTAB) for Molecular Biology,12779-Cetyltrimethyl Ammonium Bromide (CTAB) for Molecular Biology,3320,10957,78389433-1b86-42de-bf30-a357884c54ea-00002acd,R&D Inventory,MG,EXACT,
MISSING_FROM_TALLY,"001-A009 - Jetwash II-, 10ml",,3321,,,,,,
MATCH_EXACT,"4008-0013 - Syringe PTFE, 1mL","4008-0013 - Syringe PTFE, 1mL",3322,11026,78389433-1b86-42de-bf30-a357884c54ea-00002b12,R&D Inventory,Pcs,EXACT,
MISSING_FROM_TALLY,"4008-0020 - Syringe PTFE, 250 mL",,3323,,,,,,
